method_name,episode_id,target_id,scene,step,q,ee_position,ee_error,joint_error,safety_margin,collision,planning_time,control_time,wall_time,skipped_reason
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,0,"[-6.2071989e-05,-1.5700032,1.100029,-1.5700209,-1.5699973,1.0829615e-06]","[0.48398483,0.13334961,0.721358]",0.6137627545824946,2.0583998918602338,0.0878999940395355,false,0.01386117935180664,0.023395538330078125,4.264705657958984,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,1,"[-6.2071989e-05,-1.5700032,1.100029,-1.5700209,-1.5699973,1.0829615e-06]","[0.48398483,0.13334961,0.721358]",0.6137627545824946,2.0583998918602333,0.0878999940395355,false,0.014733552932739258,0.018326520919799805,4.283034801483154,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,2,"[-6.0098205e-05,-1.5701598,1.1036406,-1.5720484,-1.5689786,0.00053037262]","[0.48446685,0.133452,0.71995789]",0.6128039165173919,2.0571240232136496,0.0878999940395355,false,0.013440132141113281,0.017252445220947266,4.302105188369751,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,3,"[-6.6991717e-05,-1.5701566,1.1044444,-1.5722478,-1.5686979,0.00054260349]","[0.48458463,0.1334766,0.71959388]",0.6125515846804738,2.056758667475028,0.0878999940395355,false,0.013091564178466797,0.016835451126098633,4.32182502746582,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,4,"[-7.3584566e-05,-1.5701461,1.105747,-1.5724761,-1.5683997,0.00053102138]","[0.48477307,0.13350311,0.71898836]",0.6121231734991247,2.0561037859124465,0.0878999940395355,false,0.012982606887817383,0.01661086082458496,4.3416619300842285,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,5,"[-0.00023714512,-1.5701081,1.107214,-1.5724984,-1.5682635,0.00045084714]","[0.48500943,0.13343734,0.71826214]",0.6115693435267086,2.0551999717693814,0.0878999940395355,false,0.014092445373535156,0.025075197219848633,4.370187997817993,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,6,"[-0.00053465082,-1.5700516,1.1088393,-1.5723592,-1.5683381,0.00034475272]","[0.48528618,0.13328549,0.71742809]",0.610901236358828,2.0540809813098155,0.0878999940395355,false,0.012583732604980469,0.01931309700012207,4.389503240585327,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,7,"[-0.0010495625,-1.5700195,1.1106161,-1.5720723,-1.5685735,0.00025084225]","[0.48558971,0.13301188,0.71651238]",0.6101201039432773,2.0527594188666267,0.0878999940395355,false,0.012732744216918945,0.017363786697387695,4.407610654830933,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,8,"[-0.0018166846,-1.570004,1.1125764,-1.5716094,-1.568956,0.00022388461]","[0.48593116,0.13260081,0.71549177]",0.6092034860271014,2.0512449346163666,0.0878999940395355,false,0.012610197067260742,0.01728534698486328,4.427616119384766,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,9,"[-0.0028393622,-1.5700189,1.1147738,-1.570977,-1.569481,0.00029881722]","[0.48630947,0.13205081,0.71434778]",0.6081353290794986,2.0495329894040086,0.0878999940395355,false,0.012818098068237305,0.022943496704101562,4.453357934951782,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,10,"[-0.0041959115,-1.5700142,1.1172902,-1.5701538,-1.5701541,0.00045258174]","[0.48677027,0.13132276,0.71301335]",0.6068582619172228,2.0475318430316842,0.0878999940395355,false,0.013578653335571289,0.024099111557006836,4.4774603843688965,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,11,"[-0.005868534,-1.569918,1.1201742,-1.5691571,-1.570942,0.00069796753]","[0.48735526,0.13042776,0.7114321]",0.6053455525052749,2.0452410187243677,0.0878999940395355,false,0.012184381484985352,0.015828609466552734,4.49329137802124,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,12,"[-0.0078585779,-1.5698056,1.1234016,-1.5679959,-1.5718147,0.0010101448]","[0.48801738,0.12936755,0.7096535]",0.6036240798107674,2.0426645421259244,0.0878999940395355,false,0.012653827667236328,0.01609349250793457,4.513630390167236,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,13,"[-0.010133877,-1.5697629,1.1269133,-1.566693,-1.5727473,0.0013520798]","[0.48869652,0.12816003,0.7077505]",0.6017425874848584,2.0398287950668164,0.0878999940395355,false,0.01276540756225586,0.016175270080566406,4.5338029861450195,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,14,"[-0.01263456,-1.5698434,1.1307485,-1.5652849,-1.5737267,0.0016580828]","[0.4893598,0.12683566,0.70573533]",0.5997140798132955,2.036693897187566,0.0878999940395355,false,0.012612342834472656,0.01598668098449707,4.55370569229126,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,15,"[-0.01531953,-1.5700325,1.1349452,-1.5637714,-1.5747365,0.0018900628]","[0.49001205,0.12541588,0.70358187]",0.5975286682163047,2.0332318852561326,0.0878999940395355,false,0.012577295303344727,0.02272510528564453,4.5805344581604,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,16,"[-0.018177643,-1.5702414,1.1394906,-1.5620988,-1.5757706,0.0020597284]","[0.49069291,0.12390596,0.7012459]",0.5951665657605869,2.0294623593884475,0.0878999940395355,false,0.01255941390991211,0.025118350982666016,4.605655670166016,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,17,"[-0.021236328,-1.5704429,1.1443977,-1.5602788,-1.5768066,0.0021960917]","[0.49141902,0.12229387,0.69870901]",0.59261394894778,2.0253970611827756,0.0878999940395355,false,0.01570892333984375,0.024555683135986328,4.630216360092163,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,18,"[-0.024529708,-1.5706286,1.1496164,-1.5582841,-1.5778476,0.0023576444]","[0.49218771,0.12056204,0.69598776]",0.5898768036100914,2.021092862370039,0.0878999940395355,false,0.012610912322998047,0.017189979553222656,4.647409677505493,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,19,"[-0.028108737,-1.5708622,1.1550767,-1.5561812,-1.5788882,0.0025567127]","[0.49296308,0.11868627,0.69315618]",0.5869935106036617,2.016586459282364,0.0878999940395355,false,0.0125274658203125,0.017133712768554688,4.667437791824341,
storm_mppi_tuned,0,tuned_tall_pilot_00,tall,20,"[-0.031939804,-1.5711579,1.1607135,-1.5540036,-1.5799094,0.0028345156]","[0.49372542,0.11668512,0.69025737]",0.5840013796413347,2.011963740802278,0.0878999940395355,false,0.012780427932739258,0.022696256637573242,4.693083763122559,
